year,targetState,sourceState,taxReturnInflows,taxExemptionsInflows,adjustedGrossIncomeInflows
2001,1,51,1109,2525,56098000
2000,1,51,1127,2506,53545000
1999,1,51,1244,2857,55050000
1998,1,51,1271,2918,52408000
1997,1,51,1377,3205,54066000
1996,1,51,1360,3186,61213000
1995,1,51,1492,3473,53003000
1994,1,51,1389,3161,43186000
1993,1,51,1451,3517,46705000
2011,1,53,488,1092,20516000
2010,1,53,550,1202,26340000
2009,1,53,500,1109,23199000
2008,1,53,532,1244,26061000
2007,1,53,497,1102,22094000
2006,1,53,451,1054,21353000
2005,1,53,423,962,19332000
2004,1,53,434,941,19152000
2003,1,53,427,873,16574000
2002,1,53,409,890,16566000
2001,1,53,427,1023,16935000
2000,1,53,478,1105,19719000
1999,1,53,413,922,14555000
1998,1,53,450,1004,14889000
1997,1,53,423,968,13342000
1996,1,53,396,913,11430000
1995,1,53,381,874,10009000
1994,1,53,429,993,10538000
1993,1,53,439,981,11509000
2011,1,54,134,286,5630000
2010,1,54,122,268,7193000
2009,1,54,144,304,6513000
2008,1,54,154,309,6814000
2007,1,54,148,303,5659000
2006,1,54,144,291,5911000
2005,1,54,181,373,6374000
2004,1,54,142,327,5449000
2003,1,54,135,274,4471000
2002,1,54,144,314,5206000
2001,1,54,129,293,5877000
2000,1,54,165,356,6197000
1999,1,54,162,309,5188000
1998,1,54,181,388,6215000
1997,1,54,208,476,7975000
1996,1,54,228,524,8249000
1995,1,54,192,421,6330000
1994,1,54,161,355,4304000
1993,1,54,182,426,5611000
2011,1,55,278,562,12428000
2010,1,55,279,576,11467000
2009,1,55,329,672,13717000
2008,1,55,349,687,14540000
2007,1,55,295,589,14402000
2006,1,55,333,685,13904000
2005,1,55,296,600,10615000
2004,1,55,299,610,12514000
2003,1,55,294,563,11037000
2002,1,55,263,557,10823000
2001,1,55,267,564,9338000
2000,1,55,257,543,9426000
1999,1,55,277,562,10930000
1998,1,55,308,693,10948000
1997,1,55,291,636,9548000
1996,1,55,283,574,9810000
1995,1,55,279,580,8070000
1994,1,55,261,556,6944000
1993,1,55,283,619,8561000
2011,1,56,72,156,3221000
2010,1,56,73,144,2488000
2009,1,56,55,102,2465000
2008,1,56,70,131,3281000
2007,1,56,55,112,2007000
2006,1,56,64,137,2475000
2005,1,56,68,161,2255000
2004,1,56,76,180,3548000
2003,1,56,52,100,2240000
2002,1,56,48,97,1702000
2001,1,56,69,134,2278000
2000,1,56,60,127,1689000
1999,1,56,65,154,2420000
1998,1,56,57,135,1646000
1997,1,56,71,155,2078000
1996,1,56,62,146,1918000
1995,1,56,49,118,1217000
1994,1,56,51,115,1455000
1993,1,56,49,115,1037000
2011,2,1,249,620,11909000
2010,2,1,230,534,10033000
2009,2,1,177,423,7571000
2008,2,1,219,500,9658000
2007,2,1,157,396,7000000
2006,2,1,187,433,7571000
2005,2,1,158,357,6172000
2004,2,1,185,419,6327000
2003,2,1,178,381,5725000
2002,2,1,166,411,6514000
2001,2,1,125,275,4369000
2000,2,1,161,378,4961000
1999,2,1,141,341,4248000
1998,2,1,155,375,4180000
1997,2,1,155,394,5081000
1996,2,1,165,387,4267000
1995,2,1,140,327,3761000
1994,2,1,221,515,5223000
1993,2,1,249,639,6340000
2011,2,2,251110,528988,16544184000
2010,2,2,246182,518613,15662324000
2009,2,2,245092,515097,16363432000
2008,2,2,237393,505133,15152856000
2007,2,2,227683,490179,13802387000
2006,2,2,226280,489608,13057848000
2005,2,2,225697,490784,12546470000
2004,2,2,220720,482971,11908038000
2003,2,2,215850,474222,11530404000
2002,2,2,211261,465216,11404252000
2001,2,2,207216,460184,11330298000
2000,2,2,204026,456384,10656520000
1999,2,2,200079,447947,10160128000
1998,2,2,195886,441656,9605941000
1997,2,2,193237,438866,9075750000
1996,2,2,190928,435857,8790010000
1995,2,2,188978,433904,7893710000
1994,2,2,187220,432213,7629616000
1993,2,2,183618,424179,7472048000
2011,2,4,542,1035,23086000
2010,2,4,520,965,20051000
2009,2,4,589,1175,26472000
2008,2,4,519,990,20514000
2007,2,4,484,891,17470000
2006,2,4,522,979,26346000
2005,2,4,486,922,17555000
2004,2,4,549,1036,18437000
2003,2,4,524,1042,18234000
2002,2,4,498,984,18214000
2001,2,4,458,840,16334000
2000,2,4,443,845,14783000
1999,2,4,428,790,13687000
1998,2,4,472,918,15639000
1997,2,4,431,831,12097000
1996,2,4,432,849,12153000
1995,2,4,430,836,11183000
1994,2,4,475,959,12736000
1993,2,4,518,1103,13203000
2011,2,5,123,243,4484000
2010,2,5,119,243,4247000
2009,2,5,141,304,5536000
2008,2,5,115,238,3820000
2007,2,5,126,266,4346000
2006,2,5,105,232,3689000
2005,2,5,136,291,4664000
2004,2,5,144,309,4808000
2003,2,5,118,274,3899000
2002,2,5,107,230,3239000
2001,2,5,115,264,3715000
2000,2,5,110,233,2845000
1999,2,5,101,198,2698000
1998,2,5,118,290,3850000
1997,2,5,96,230,2647000
1996,2,5,101,242,2608000
1995,2,5,114,272,2869000
1994,2,5,104,223,2136000
1993,2,5,145,321,3156000
2011,2,6,1527,2817,55348000
2010,2,6,1629,2959,57688000
2009,2,6,1626,3207,59576000
2008,2,6,1478,2743,57063000
2007,2,6,1315,2364,48652000
2006,2,6,1394,2507,50287000
2005,2,6,1343,2580,48334000
2004,2,6,1475,2635,46933000
2003,2,6,1415,2557,42211000
2002,2,6,1409,2663,47303000
2001,2,6,1353,2522,51249000
2000,2,6,1388,2627,42600000
1999,2,6,1505,2888,49783000
1998,2,6,1425,2637,42814000
1997,2,6,1596,2995,44347000
1996,2,6,1607,3151,44542000
1995,2,6,1835,3507,45449000
1994,2,6,2163,4277,53926000
1993,2,6,2206,4483,56715000
2011,2,8,567,1033,23934000
2010,2,8,617,1153,26165000
2009,2,8,596,1087,26201000
2008,2,8,489,900,22726000
2007,2,8,464,845,17560000
2006,2,8,521,985,22042000
2005,2,8,576,1103,24167000
2004,2,8,562,1029,21352000
2003,2,8,597,1118,20151000
2002,2,8,576,1096,21477000
2001,2,8,492,940,18757000
2000,2,8,458,858,15096000
1999,2,8,487,914,15856000
1998,2,8,501,926,16290000
1997,2,8,524,1060,16362000
1996,2,8,575,1178,16219000
1995,2,8,511,930,12534000
1994,2,8,570,1080,14364000
1993,2,8,606,1259,15516000
2011,2,9,94,133,3201000
2010,2,9,76,105,2196000
2009,2,9,54,95,1868000
2008,2,9,65,98,2130000
2007,2,9,60,77,1526000
2006,2,9,63,100,2112000
2005,2,9,57,94,1840000
2004,2,9,63,79,1867000
2003,2,9,66,108,2193000
2002,2,9,51,74,1571000
2001,2,9,49,70,1483000
2000,2,9,51,92,1957000
1999,2,9,65,100,1955000
1998,2,9,47,76,1160000
1997,2,9,74,110,1818000
1996,2,9,67,108,1836000
1995,2,9,63,95,1569000
1994,2,9,69,118,1764000
1993,2,9,85,146,1753000
2011,2,10,30,64,1505000
2010,2,10,33,66,1363000
2009,2,10,22,50,1027000
2008,2,10,35,71,1189000
2007,2,10,30,70,1114000
2006,2,10,38,74,1172000
2005,2,10,22,56,687000
2004,2,10,43,104,1668000
2003,2,10,34,76,1076000
2002,2,10,31,80,1026000
2001,2,10,32,56,829000
2000,2,10,23,52,671000
1999,2,10,26,57,698000
1998,2,10,27,79,573000
1997,2,10,18,46,437000
1996,2,10,24,48,658000
1995,2,10,19,39,388000
1994,2,10,35,92,756000
1993,2,10,30,86,790000
2011,2,11,30,39,1878000
2010,2,11,26,48,1458000
2009,2,11,22,30,1478000
2008,2,11,23,40,1133000
2007,2,11,17,24,765000
2006,2,11,23,36,860000
2005,2,11,20,31,860000
2004,2,11,10,29,411000
2003,2,11,18,34,821000
2002,2,11,20,49,849000
2001,2,11,14,29,611000
2000,2,11,11,16,529000
1999,2,11,15,23,459000
1998,2,11,15,30,701000
1997,2,11,25,30,652000
1996,2,11,18,30,644000
1995,2,11,25,43,887000
1994,2,11,24,35,694000
1993,2,11,26,48,939000
2011,2,12,1023,1705,35311000
2010,2,12,832,1607,31784000
2009,2,12,775,1580,28721000
2008,2,12,691,1334,27083000
2007,2,12,616,1197,22581000
2006,2,12,658,1344,22519000
2005,2,12,594,1124,18181000
2004,2,12,615,1209,19229000
2003,2,12,620,1244,20633000
2002,2,12,592,1149,18612000
2001,2,12,578,1131,18927000
2000,2,12,589,1210,18730000
1999,2,12,514,1077,14907000
1998,2,12,492,1040,12149000
1997,2,12,554,1110,14310000
1996,2,12,534,1108,13728000
1995,2,12,577,1174,12936000
1994,2,12,606,1228,13511000
1993,2,12,754,1567,17697000
2011,2,13,535,1164,20297000
2010,2,13,464,1039,20614000
2009,2,13,414,942,15072000
2008,2,13,353,750,12759000
2007,2,13,384,824,13698000
2006,2,13,410,942,14851000
2005,2,13,365,849,12283000
2004,2,13,374,890,12030000
2003,2,13,374,877,11022000
2002,2,13,389,906,12982000
2001,2,13,359,826,9910000
2000,2,13,316,700,13883000
1999,2,13,375,887,10360000
1998,2,13,342,818,8259000
1997,2,13,356,815,8725000
1996,2,13,415,958,10916000
1995,2,13,312,783,7328000
1994,2,13,360,835,8369000
1993,2,13,559,1457,13137000
2011,2,15,316,625,9708000
2010,2,15,300,646,10697000
2009,2,15,329,737,13501000
2008,2,15,283,605,10611000
2007,2,15,360,853,15128000
2006,2,15,270,591,8930000
2005,2,15,249,469,8842000
2004,2,15,248,512,7630000
2003,2,15,258,547,6850000
2002,2,15,270,561,7831000
2001,2,15,219,422,6338000
2000,2,15,213,440,6934000
1999,2,15,241,520,6765000
1998,2,15,212,479,6282000
1997,2,15,206,411,5914000
1996,2,15,202,419,5885000
1995,2,15,218,427,6084000
1994,2,15,194,400,5020000
1993,2,15,217,434,6148000
2011,2,16,352,679,13706000
2010,2,16,362,705,13614000
2009,2,16,358,751,16471000
2008,2,16,323,678,14404000
2007,2,16,308,643,12729000
2006,2,16,350,711,12121000
2005,2,16,325,687,11600000
2004,2,16,323,699,11296000
2003,2,16,360,765,12600000
2002,2,16,347,710,11507000
2001,2,16,346,672,11400000
2000,2,16,303,592,8708000
1999,2,16,357,764,11828000
1998,2,16,288,603,8046000
1997,2,16,289,599,7890000
1996,2,16,305,662,8093000
1995,2,16,287,592,8066000
1994,2,16,286,602,7808000
1993,2,16,283,594,6898000
2011,2,17,328,557,12581000
2010,2,17,307,552,10375000
2009,2,17,250,424,9248000
2008,2,17,292,521,10609000
2007,2,17,260,423,10506000
2006,2,17,254,467,9682000
2005,2,17,247,422,15143000
2004,2,17,262,487,8372000
2003,2,17,245,406,8112000
2002,2,17,218,363,7374000
2001,2,17,230,376,8344000
2000,2,17,218,371,6526000
1999,2,17,216,366,5729000
1998,2,17,201,365,5490000
1997,2,17,235,428,6354000
1996,2,17,229,413,5700000
1995,2,17,201,357,4971000
1994,2,17,272,494,6153000
1993,2,17,296,603,6363000
2011,2,18,191,329,6642000
2010,2,18,166,301,5571000
2009,2,18,166,319,7578000
2008,2,18,176,330,6777000
2007,2,18,159,312,5817000
2006,2,18,127,228,3969000
2005,2,18,102,185,4526000
2004,2,18,138,241,4295000
2003,2,18,86,154,2693000
2002,2,18,123,217,3498000
2001,2,18,102,164,2542000
2000,2,18,115,203,4200000
1999,2,18,121,215,2989000
1998,2,18,116,200,3158000
1997,2,18,104,185,2051000
1996,2,18,100,179,2356000
1995,2,18,110,177,2489000
1994,2,18,122,231,2823000
1993,2,18,154,302,3226000
2011,2,19,108,181,3779000
2010,2,19,107,190,3176000
2009,2,19,109,212,4359000
2008,2,19,99,192,3486000
2007,2,19,93,161,2522000
2006,2,19,92,137,3778000
2005,2,19,97,161,2322000
2004,2,19,104,175,2850000
2003,2,19,77,124,2000000
2002,2,19,97,193,2881000
2001,2,19,89,153,2414000
2000,2,19,72,141,2185000
1999,2,19,80,126,1822000
1998,2,19,79,144,1993000
1997,2,19,79,132,1750000
1996,2,19,81,150,1994000
1995,2,19,101,173,2318000
1994,2,19,93,157,2194000
1993,2,19,94,161,1740000
2011,2,20,177,424,7305000
2010,2,20,167,382,6194000
2009,2,20,173,431,7236000
2008,2,20,134,271,6038000
2007,2,20,147,370,5894000
2006,2,20,167,399,6112000
2005,2,20,178,423,7442000
2004,2,20,151,341,5133000
2003,2,20,130,318,4362000
2002,2,20,149,371,5115000
2001,2,20,138,316,4736000
2000,2,20,104,224,3319000
1999,2,20,131,283,3475000
1998,2,20,129,305,4101000
1997,2,20,136,352,4223000
1996,2,20,180,479,5040000
1995,2,20,152,364,4313000
1994,2,20,158,410,4326000
1993,2,20,225,612,6755000
2011,2,21,172,424,7860000
2010,2,21,173,414,6727000
2009,2,21,148,345,9303000
2008,2,21,185,447,7857000
2007,2,21,136,334,5905000
2006,2,21,135,315,4800000
2005,2,21,139,331,4224000
2004,2,21,157,387,4757000
2003,2,21,145,355,4354000
2002,2,21,162,420,4917000
2001,2,21,140,335,3666000
2000,2,21,101,239,3199000
1999,2,21,174,463,4405000
1998,2,21,136,336,3366000
1997,2,21,151,368,3378000
1996,2,21,216,554,5275000
1995,2,21,142,331,3345000
1994,2,21,147,333,3360000
1993,2,21,231,604,4661000
2011,2,22,180,408,8730000
2010,2,22,171,384,7305000
2009,2,22,164,400,7664000
2008,2,22,137,309,7239000
2007,2,22,135,322,6384000
2006,2,22,196,419,6809000
2005,2,22,154,334,5978000
2004,2,22,147,345,5991000
2003,2,22,155,368,4984000
2002,2,22,194,503,7403000
2001,2,22,163,372,6134000
2000,2,22,148,322,4447000
1999,2,22,196,454,6106000
1998,2,22,189,444,6262000
1997,2,22,174,405,4505000
1996,2,22,200,478,4841000
1995,2,22,166,411,5158000
1994,2,22,171,400,5003000
1993,2,22,205,507,5485000
2011,2,23,87,162,4025000
2010,2,23,100,183,3572000
2009,2,23,98,161,3638000
2008,2,23,114,196,4214000
2007,2,23,104,165,3480000
2006,2,23,82,148,2713000
2005,2,23,90,162,2939000
2004,2,23,82,132,2796000
2003,2,23,80,142,2253000
2002,2,23,79,118,2366000
2001,2,23,66,114,1818000
2000,2,23,82,151,2601000
1999,2,23,95,149,2214000
1998,2,23,83,148,2587000
1997,2,23,72,150,1639000
1996,2,23,96,171,2400000
1995,2,23,115,214,2586000
1994,2,23,113,206,2335000
1993,2,23,102,205,2125000
2011,2,24,166,364,7414000
2010,2,24,153,314,6567000
2009,2,24,153,312,6811000
2008,2,24,167,318,7116000
2007,2,24,177,365,8218000
2006,2,24,154,332,7719000
2005,2,24,135,276,5852000
2004,2,24,166,377,6294000
2003,2,24,145,292,5579000
2002,2,24,131,281,4354000
2001,2,24,116,244,4893000
2000,2,24,127,249,4273000
1999,2,24,134,273,4517000
1998,2,24,150,295,4519000
1997,2,24,156,318,4638000
1996,2,24,139,288,3877000
1995,2,24,155,316,4006000
1994,2,24,181,413,4529000
1993,2,24,162,377,4685000
2011,2,25,140,220,5691000
2010,2,25,129,192,4760000
2009,2,25,142,232,5939000
2008,2,25,126,222,4878000
2007,2,25,116,189,3972000
2006,2,25,160,263,6550000
2005,2,25,97,154,3307000
2004,2,25,135,209,4190000
2003,2,25,129,202,3623000
2002,2,25,136,241,4149000
2001,2,25,113,155,3825000
2000,2,25,134,209,3838000
1999,2,25,105,180,2630000
1998,2,25,122,185,3106000
1997,2,25,114,220,3194000
1996,2,25,138,228,3302000
1995,2,25,135,229,3184000
1994,2,25,148,251,3201000
1993,2,25,202,343,4199000
2011,2,26,342,603,13947000
2010,2,26,446,788,15222000
2009,2,26,391,673,14086000
2008,2,26,429,706,15138000
2007,2,26,361,628,12177000
2006,2,26,303,510,9305000
2005,2,26,328,557,9553000
2004,2,26,307,535,9112000
2003,2,26,287,554,9066000
2002,2,26,260,449,7461000
2001,2,26,292,488,8671000
2000,2,26,239,423,6900000
1999,2,26,253,442,6959000
1998,2,26,241,416,6290000
1997,2,26,256,445,5886000
1996,2,26,262,491,6188000
1995,2,26,287,485,6063000
1994,2,26,344,594,6912000
1993,2,26,330,640,7448000
2011,2,27,327,530,12854000
2010,2,27,341,558,13438000
2009,2,27,374,670,13809000
2008,2,27,324,549,14915000
2007,2,27,330,527,11358000
2006,2,27,299,473,10204000
2005,2,27,324,536,11124000
2004,2,27,332,557,10977000
2003,2,27,321,491,9843000
2002,2,27,279,477,9366000
2001,2,27,244,482,9819000
2000,2,27,248,413,6790000
1999,2,27,225,371,6777000
1998,2,27,276,446,7817000
1997,2,27,301,448,7430000
1996,2,27,264,412,8672000
1995,2,27,276,432,6904000
1994,2,27,309,498,7462000
1993,2,27,287,484,6168000
2011,2,28,94,186,3702000
2010,2,28,110,237,4202000
2009,2,28,118,242,5087000
2008,2,28,94,204,3578000
2007,2,28,87,189,3177000
2006,2,28,118,267,4841000
2005,2,28,112,262,3825000
2004,2,28,113,243,3739000
2003,2,28,109,198,3706000
2002,2,28,109,229,3269000
2001,2,28,112,257,3738000
2000,2,28,97,230,2784000
1999,2,28,115,274,3153000
1998,2,28,103,225,2786000
1997,2,28,93,201,2120000
1996,2,28,101,245,2401000
1995,2,28,91,202,2089000
1994,2,28,86,208,1997000
1993,2,28,108,252,2658000
2011,2,29,273,603,10335000
2010,2,29,263,606,10039000
2009,2,29,236,538,8350000
2008,2,29,232,493,7581000
2007,2,29,223,478,8898000
2006,2,29,218,453,7774000
2005,2,29,167,344,5656000
2004,2,29,206,426,6649000
2003,2,29,205,424,6274000
2002,2,29,218,475,7086000
2001,2,29,187,381,6193000
2000,2,29,151,319,4239000
1999,2,29,173,369,4913000
1998,2,29,160,327,4056000
1997,2,29,171,360,4464000
1996,2,29,194,435,5383000
1995,2,29,160,381,3623000
1994,2,29,213,414,4664000
1993,2,29,237,541,4947000
2011,2,30,293,523,12404000
2010,2,30,338,599,12899000
2009,2,30,375,670,15514000
2008,2,30,381,716,15962000
2007,2,30,310,555,14087000
2006,2,30,330,620,13421000
2005,2,30,342,609,11905000
2004,2,30,321,600,11108000
2003,2,30,363,691,14125000
2002,2,30,363,624,12198000
2001,2,30,367,677,11975000
2000,2,30,339,625,10168000
1999,2,30,320,606,9876000
1998,2,30,338,688,9959000
1997,2,30,324,656,9778000
1996,2,30,331,693,9569000
1995,2,30,289,596,7644000
1994,2,30,293,562,6630000
1993,2,30,318,666,7694000
2011,2,31,124,252,4672000
2010,2,31,87,200,3375000
2009,2,31,129,283,4924000
2008,2,31,100,188,4583000
2007,2,31,114,235,4930000
2006,2,31,103,212,4257000
2005,2,31,92,197,3710000
2004,2,31,109,215,4160000
2003,2,31,89,182,3416000
2002,2,31,91,220,4185000
2001,2,31,96,219,3286000
2000,2,31,83,185,2767000
1999,2,31,97,212,3223000
1998,2,31,76,151,2879000
1997,2,31,72,158,2038000
1996,2,31,64,126,1898000
1995,2,31,85,192,2272000
1994,2,31,93,203,2144000
1993,2,31,123,299,3232000
2011,2,32,296,583,11933000
2010,2,32,372,704,13464000
2009,2,32,330,632,13012000
2008,2,32,301,574,12591000
2007,2,32,278,524,11749000
2006,2,32,295,601,13263000
2005,2,32,265,517,9728000
2004,2,32,254,529,9351000
2003,2,32,301,587,11591000
2002,2,32,276,547,9170000
2001,2,32,232,433,8988000
2000,2,32,222,464,7784000
1999,2,32,226,407,7510000
1998,2,32,208,388,7072000
1997,2,32,219,504,7670000
1996,2,32,224,438,5858000
1995,2,32,217,474,6078000
1994,2,32,214,427,5925000
1993,2,32,203,454,6054000
2011,2,33,49,77,1670000
2010,2,33,56,90,1580000
2009,2,33,69,112,2322000
2008,2,33,61,112,2772000
2007,2,33,55,90,1658000
2006,2,33,59,85,1927000
2005,2,33,47,68,1221000
2004,2,33,59,97,2110000
2003,2,33,54,71,1434000
2002,2,33,50,103,1551000
2001,2,33,45,56,1662000
2000,2,33,66,103,1954000
1999,2,33,42,68,1049000
1998,2,33,52,91,1381000
1997,2,33,53,76,1338000
1996,2,33,50,79,1129000
1995,2,33,53,94,1486000
1994,2,33,74,125,2069000
1993,2,33,71,115,1278000
2011,2,34,137,212,4933000
2010,2,34,115,232,4448000
2009,2,34,110,211,4416000
2008,2,34,117,209,4482000
2007,2,34,93,171,4000000
2006,2,34,118,220,4070000
2005,2,34,94,164,3402000
2004,2,34,95,191,3541000
2003,2,34,108,190,3608000
2002,2,34,99,175,4562000
2001,2,34,114,195,2714000
2000,2,34,106,184,2836000
1999,2,34,103,189,2535000
1998,2,34,103,207,2970000
1997,2,34,124,218,2989000
1996,2,34,139,272,3639000
1995,2,34,86,153,2122000
1994,2,34,136,250,3821000
1993,2,34,162,371,4007000
2011,2,35,200,374,9464000
2010,2,35,179,368,7754000
2009,2,35,188,399,7607000
2008,2,35,198,384,10369000
2007,2,35,211,459,9080000
2006,2,35,198,416,8227000
2005,2,35,195,390,7192000
2004,2,35,191,439,8319000
2003,2,35,189,407,7211000
2002,2,35,208,434,7560000
2001,2,35,198,377,6229000
2000,2,35,223,469,7457000
1999,2,35,242,527,8314000
1998,2,35,243,508,7355000
1997,2,35,238,514,7117000
1996,2,35,253,607,6691000
1995,2,35,219,488,6076000
1994,2,35,220,474,6125000
1993,2,35,212,452,5473000
2011,2,36,366,613,12255000
2010,2,36,319,544,10754000
2009,2,36,357,592,11439000
2008,2,36,335,576,10906000
2007,2,36,301,513,8663000
2006,2,36,341,592,9298000
2005,2,36,301,526,9469000
2004,2,36,325,648,9192000
2003,2,36,308,560,8687000
2002,2,36,318,569,10345000
2001,2,36,305,536,7215000
2000,2,36,301,491,8156000
1999,2,36,306,587,8791000
1998,2,36,309,558,7832000
1997,2,36,350,604,7797000
1996,2,36,328,603,7545000
1995,2,36,322,586,7648000
1994,2,36,366,650,7369000
1993,2,36,416,819,8588000
2011,2,37,471,1016,17805000
2010,2,37,386,840,13944000
2009,2,37,466,1082,17348000
2008,2,37,370,767,14934000
2007,2,37,390,851,13203000
2006,2,37,594,1344,19714000
2005,2,37,350,869,12587000
2004,2,37,336,783,10730000
2003,2,37,356,800,12024000
2002,2,37,425,1039,13235000
2001,2,37,418,994,12990000
2000,2,37,381,852,9986000
1999,2,37,391,963,10287000
1998,2,37,341,809,7896000
1997,2,37,406,989,11440000
1996,2,37,463,1153,10719000
1995,2,37,415,1008,10377000
1994,2,37,376,926,8251000
1993,2,37,508,1281,10961000
2011,2,38,96,186,4158000
2010,2,38,83,169,3318000
2009,2,38,107,223,4682000
2008,2,38,78,185,3401000
2007,2,38,85,197,3463000
2006,2,38,111,217,3986000
2005,2,38,89,189,3273000
2004,2,38,79,164,2355000
2003,2,38,104,241,3447000
2002,2,38,82,163,3659000
2001,2,38,91,180,3112000
2000,2,38,89,202,3068000
1999,2,38,97,215,2713000
1998,2,38,90,186,2628000
1997,2,38,97,198,2725000
1996,2,38,104,226,2621000
1995,2,38,97,213,2396000
1994,2,38,105,220,2507000
1993,2,38,100,188,2461000
2011,2,39,269,481,10588000
2010,2,39,290,529,10075000
2009,2,39,295,527,11611000
2008,2,39,282,482,9339000
2007,2,39,295,541,9213000
2006,2,39,278,476,9681000
2005,2,39,253,445,8698000
2004,2,39,236,419,6723000
2003,2,39,223,389,7149000
2002,2,39,232,413,7163000
2001,2,39,236,444,8384000
2000,2,39,214,372,6082000
1999,2,39,225,411,6933000
1998,2,39,187,348,4627000
1997,2,39,261,488,6870000
1996,2,39,211,386,5455000
1995,2,39,226,393,5303000
1994,2,39,258,487,5911000
1993,2,39,278,475,6696000
2011,2,40,269,604,12232000
2010,2,40,274,649,11664000
2009,2,40,239,532,11646000
2008,2,40,300,733,15192000
2007,2,40,235,578,9997000
2006,2,40,236,549,9527000
2005,2,40,213,476,9004000
2004,2,40,202,434,6510000
2003,2,40,228,513,8400000
2002,2,40,300,714,11488000
2001,2,40,255,621,11993000
2000,2,40,222,476,7365000
1999,2,40,239,538,6712000
1998,2,40,230,534,6319000
1997,2,40,229,563,6922000
1996,2,40,203,542,5526000
1995,2,40,252,555,7199000
1994,2,40,260,594,6647000
1993,2,40,338,832,8746000
2011,2,41,810,1464,32738000
2010,2,41,846,1539,29731000
2009,2,41,724,1294,27173000
2008,2,41,720,1214,28299000
2007,2,41,688,1247,27497000
2006,2,41,754,1388,24142000
2005,2,41,717,1241,23665000
2004,2,41,844,1502,26465000
2003,2,41,738,1321,22400000
