year,incomeTaxRate,incomeGreaterThan,incomeNotGreaterThan,filingStatus
1971,0.27,12000,14000,headOfHousehold
1971,0.28,14000,16000,headOfHousehold
1971,0.31,16000,18000,headOfHousehold
1971,0.32,18000,20000,headOfHousehold
1971,0.35,20000,22000,headOfHousehold
1971,0.36,22000,24000,headOfHousehold
1971,0.38,24000,26000,headOfHousehold
1971,0.41,26000,28000,headOfHousehold
1971,0.42,28000,32000,headOfHousehold
1971,0.45,32000,36000,headOfHousehold
1971,0.48,36000,38000,headOfHousehold
1971,0.51,38000,40000,headOfHousehold
1971,0.52,40000,44000,headOfHousehold
1971,0.55,44000,50000,headOfHousehold
1971,0.56,50000,52000,headOfHousehold
1971,0.58,52000,64000,headOfHousehold
1971,0.59,64000,70000,headOfHousehold
1971,0.61,70000,76000,headOfHousehold
1971,0.62,76000,80000,headOfHousehold
1971,0.63,80000,88000,headOfHousehold
1971,0.64,88000,100000,headOfHousehold
1971,0.66,100000,120000,headOfHousehold
1971,0.67,120000,140000,headOfHousehold
1971,0.68,140000,160000,headOfHousehold
1971,0.69,160000,180000,headOfHousehold
1971,0.7,180000,,headOfHousehold
1971,0.14,0,1000,marriedFilingJointly
1971,0.15,1000,2000,marriedFilingJointly
1971,0.16,2000,3000,marriedFilingJointly
1971,0.17,3000,4000,marriedFilingJointly
1971,0.19,4000,8000,marriedFilingJointly
1971,0.22,8000,12000,marriedFilingJointly
1971,0.25,12000,16000,marriedFilingJointly
1971,0.28,16000,20000,marriedFilingJointly
1971,0.32,20000,24000,marriedFilingJointly
1971,0.36,24000,28000,marriedFilingJointly
1971,0.39,28000,32000,marriedFilingJointly
1971,0.42,32000,36000,marriedFilingJointly
1971,0.45,36000,40000,marriedFilingJointly
1971,0.48,40000,44000,marriedFilingJointly
1971,0.5,44000,52000,marriedFilingJointly
1971,0.53,52000,64000,marriedFilingJointly
1971,0.55,64000,76000,marriedFilingJointly
1971,0.58,76000,88000,marriedFilingJointly
1971,0.6,88000,100000,marriedFilingJointly
1971,0.62,100000,120000,marriedFilingJointly
1971,0.64,120000,140000,marriedFilingJointly
1971,0.66,140000,160000,marriedFilingJointly
1971,0.68,160000,180000,marriedFilingJointly
1971,0.69,180000,200000,marriedFilingJointly
1971,0.7,200000,,marriedFilingJointly
1971,0.14,0,500,marriedFilingSeparately
1971,0.15,500,1000,marriedFilingSeparately
1971,0.16,1000,1500,marriedFilingSeparately
1971,0.17,1500,2000,marriedFilingSeparately
1971,0.19,2000,4000,marriedFilingSeparately
1971,0.22,4000,6000,marriedFilingSeparately
1971,0.25,6000,8000,marriedFilingSeparately
1971,0.28,8000,10000,marriedFilingSeparately
1971,0.32,10000,12000,marriedFilingSeparately
1971,0.36,12000,14000,marriedFilingSeparately
1971,0.39,14000,16000,marriedFilingSeparately
1971,0.42,16000,18000,marriedFilingSeparately
1971,0.45,18000,20000,marriedFilingSeparately
1971,0.48,20000,22000,marriedFilingSeparately
1971,0.5,22000,26000,marriedFilingSeparately
1971,0.53,26000,32000,marriedFilingSeparately
1971,0.55,32000,38000,marriedFilingSeparately
1971,0.58,38000,44000,marriedFilingSeparately
1971,0.6,44000,50000,marriedFilingSeparately
1971,0.62,50000,60000,marriedFilingSeparately
1971,0.64,60000,70000,marriedFilingSeparately
1971,0.66,70000,80000,marriedFilingSeparately
1971,0.68,80000,90000,marriedFilingSeparately
1971,0.69,90000,100000,marriedFilingSeparately
1971,0.7,100000,,marriedFilingSeparately
1971,0.14,0,500,single
1971,0.15,500,1000,single
1971,0.16,1000,1500,single
1971,0.17,1500,2000,single
1971,0.19,2000,4000,single
1971,0.21,4000,6000,single
1971,0.24,6000,8000,single
1971,0.25,8000,10000,single
1971,0.27,10000,12000,single
1971,0.29,12000,14000,single
1971,0.31,14000,16000,single
1971,0.34,16000,18000,single
1971,0.36,18000,20000,single
1971,0.38,20000,22000,single
1971,0.4,22000,26000,single
1971,0.45,26000,32000,single
1971,0.5,32000,38000,single
1971,0.55,38000,44000,single
1971,0.6,44000,50000,single
1971,0.62,50000,60000,single
1971,0.64,60000,70000,single
1971,0.66,70000,80000,single
1971,0.68,80000,90000,single
1971,0.69,90000,100000,single
1971,0.7,100000,,single
1970,0.14,0,1000,headOfHousehold
1970,0.16,1000,2000,headOfHousehold
1970,0.18,2000,4000,headOfHousehold
1970,0.2,4000,6000,headOfHousehold
1970,0.22,6000,8000,headOfHousehold
1970,0.25,8000,10000,headOfHousehold
1970,0.27,10000,12000,headOfHousehold
1970,0.31,12000,14000,headOfHousehold
1970,0.32,14000,16000,headOfHousehold
1970,0.35,16000,18000,headOfHousehold
1970,0.36,18000,20000,headOfHousehold
1970,0.4,20000,22000,headOfHousehold
1970,0.41,22000,24000,headOfHousehold
1970,0.43,24000,26000,headOfHousehold
1970,0.45,26000,28000,headOfHousehold
1970,0.46,28000,32000,headOfHousehold
1970,0.48,32000,36000,headOfHousehold
1970,0.5,36000,38000,headOfHousehold
1970,0.52,38000,40000,headOfHousehold
1970,0.53,40000,44000,headOfHousehold
1970,0.55,44000,50000,headOfHousehold
1970,0.56,50000,52000,headOfHousehold
1970,0.58,52000,64000,headOfHousehold
1970,0.59,64000,70000,headOfHousehold
1970,0.61,70000,76000,headOfHousehold
1970,0.62,76000,80000,headOfHousehold
1970,0.63,80000,88000,headOfHousehold
1970,0.64,88000,100000,headOfHousehold
1970,0.66,100000,120000,headOfHousehold
1970,0.67,120000,140000,headOfHousehold
1970,0.68,140000,160000,headOfHousehold
1970,0.69,160000,180000,headOfHousehold
1970,0.7,180000,,headOfHousehold
1970,0.14,0,1000,marriedFilingJointly
1970,0.15,1000,2000,marriedFilingJointly
1970,0.16,2000,3000,marriedFilingJointly
1970,0.17,3000,4000,marriedFilingJointly
1970,0.19,4000,8000,marriedFilingJointly
1970,0.22,8000,12000,marriedFilingJointly
1970,0.25,12000,16000,marriedFilingJointly
1970,0.28,16000,20000,marriedFilingJointly
1970,0.32,20000,24000,marriedFilingJointly
1970,0.36,24000,28000,marriedFilingJointly
1970,0.39,28000,32000,marriedFilingJointly
1970,0.42,32000,36000,marriedFilingJointly
1970,0.45,36000,40000,marriedFilingJointly
1970,0.48,40000,44000,marriedFilingJointly
1970,0.5,44000,52000,marriedFilingJointly
1970,0.53,52000,64000,marriedFilingJointly
1970,0.55,64000,76000,marriedFilingJointly
1970,0.58,76000,88000,marriedFilingJointly
1970,0.6,88000,100000,marriedFilingJointly
1970,0.62,100000,120000,marriedFilingJointly
1970,0.64,120000,140000,marriedFilingJointly
1970,0.66,140000,160000,marriedFilingJointly
1970,0.68,160000,180000,marriedFilingJointly
1970,0.69,180000,200000,marriedFilingJointly
1970,0.7,200000,,marriedFilingJointly
1970,0.14,0,500,marriedFilingSeparately
1970,0.15,500,1000,marriedFilingSeparately
1970,0.16,1000,1500,marriedFilingSeparately
1970,0.17,1500,2000,marriedFilingSeparately
1970,0.19,2000,4000,marriedFilingSeparately
1970,0.22,4000,6000,marriedFilingSeparately
1970,0.25,6000,8000,marriedFilingSeparately
1970,0.28,8000,10000,marriedFilingSeparately
1970,0.32,10000,12000,marriedFilingSeparately
1970,0.36,12000,14000,marriedFilingSeparately
1970,0.39,14000,16000,marriedFilingSeparately
1970,0.42,16000,18000,marriedFilingSeparately
1970,0.45,18000,20000,marriedFilingSeparately
1970,0.48,20000,22000,marriedFilingSeparately
1970,0.5,22000,26000,marriedFilingSeparately
1970,0.53,26000,32000,marriedFilingSeparately
1970,0.55,32000,38000,marriedFilingSeparately
1970,0.58,38000,44000,marriedFilingSeparately
1970,0.6,44000,50000,marriedFilingSeparately
1970,0.62,50000,60000,marriedFilingSeparately
1970,0.64,60000,70000,marriedFilingSeparately
1970,0.66,70000,80000,marriedFilingSeparately
1970,0.68,80000,90000,marriedFilingSeparately
1970,0.69,90000,100000,marriedFilingSeparately
1970,0.7,100000,,marriedFilingSeparately
1970,0.14,0,500,single
1970,0.15,500,1000,single
1970,0.16,1000,1500,single
1970,0.17,1500,2000,single
1970,0.19,2000,4000,single
1970,0.22,4000,6000,single
1970,0.25,6000,8000,single
1970,0.28,8000,10000,single
1970,0.32,10000,12000,single
1970,0.36,12000,14000,single
1970,0.39,14000,16000,single
1970,0.42,16000,18000,single
1970,0.45,18000,20000,single
1970,0.48,20000,22000,single
1970,0.5,22000,26000,single
1970,0.53,26000,32000,single
1970,0.55,32000,38000,single
1970,0.58,38000,44000,single
1970,0.6,44000,50000,single
1970,0.62,50000,60000,single
1970,0.64,60000,70000,single
1970,0.66,70000,80000,single
1970,0.68,80000,90000,single
1970,0.69,90000,100000,single
1970,0.7,100000,,single
1969,0.14,0,1000,headOfHousehold
1969,0.16,1000,2000,headOfHousehold
1969,0.18,2000,4000,headOfHousehold
1969,0.2,4000,6000,headOfHousehold
1969,0.22,6000,8000,headOfHousehold
1969,0.25,8000,10000,headOfHousehold
1969,0.27,10000,12000,headOfHousehold
1969,0.31,12000,14000,headOfHousehold
1969,0.32,14000,16000,headOfHousehold
1969,0.35,16000,18000,headOfHousehold
1969,0.36,18000,20000,headOfHousehold
1969,0.4,20000,22000,headOfHousehold
1969,0.41,22000,24000,headOfHousehold
1969,0.43,24000,26000,headOfHousehold
1969,0.45,26000,28000,headOfHousehold
1969,0.46,28000,32000,headOfHousehold
1969,0.48,32000,36000,headOfHousehold
1969,0.5,36000,38000,headOfHousehold
1969,0.52,38000,40000,headOfHousehold
1969,0.53,40000,44000,headOfHousehold
1969,0.55,44000,50000,headOfHousehold
1969,0.56,50000,52000,headOfHousehold
1969,0.58,52000,64000,headOfHousehold
1969,0.59,64000,70000,headOfHousehold
1969,0.61,70000,76000,headOfHousehold
1969,0.62,76000,80000,headOfHousehold
1969,0.63,80000,88000,headOfHousehold
1969,0.64,88000,100000,headOfHousehold
1969,0.66,100000,120000,headOfHousehold
1969,0.67,120000,140000,headOfHousehold
1969,0.68,140000,160000,headOfHousehold
1969,0.69,160000,180000,headOfHousehold
1969,0.7,180000,,headOfHousehold
1969,0.14,0,1000,marriedFilingJointly
1969,0.15,1000,2000,marriedFilingJointly
1969,0.16,2000,3000,marriedFilingJointly
1969,0.17,3000,4000,marriedFilingJointly
1969,0.19,4000,8000,marriedFilingJointly
1969,0.22,8000,12000,marriedFilingJointly
1969,0.25,12000,16000,marriedFilingJointly
1969,0.28,16000,20000,marriedFilingJointly
1969,0.32,20000,24000,marriedFilingJointly
1969,0.36,24000,28000,marriedFilingJointly
1969,0.39,28000,32000,marriedFilingJointly
1969,0.42,32000,36000,marriedFilingJointly
1969,0.45,36000,40000,marriedFilingJointly
1969,0.48,40000,44000,marriedFilingJointly
1969,0.5,44000,52000,marriedFilingJointly
1969,0.53,52000,64000,marriedFilingJointly
1969,0.55,64000,76000,marriedFilingJointly
1969,0.58,76000,88000,marriedFilingJointly
1969,0.6,88000,100000,marriedFilingJointly
1969,0.62,100000,120000,marriedFilingJointly
1969,0.64,120000,140000,marriedFilingJointly
1969,0.66,140000,160000,marriedFilingJointly
1969,0.68,160000,180000,marriedFilingJointly
1969,0.69,180000,200000,marriedFilingJointly
1969,0.7,200000,,marriedFilingJointly
1969,0.14,0,500,marriedFilingSeparately
1969,0.15,500,1000,marriedFilingSeparately
1969,0.16,1000,1500,marriedFilingSeparately
1969,0.17,1500,2000,marriedFilingSeparately
1969,0.19,2000,4000,marriedFilingSeparately
1969,0.22,4000,6000,marriedFilingSeparately
1969,0.25,6000,8000,marriedFilingSeparately
1969,0.28,8000,10000,marriedFilingSeparately
1969,0.32,10000,12000,marriedFilingSeparately
1969,0.36,12000,14000,marriedFilingSeparately
1969,0.39,14000,16000,marriedFilingSeparately
1969,0.42,16000,18000,marriedFilingSeparately
1969,0.45,18000,20000,marriedFilingSeparately
1969,0.48,20000,22000,marriedFilingSeparately
1969,0.5,22000,26000,marriedFilingSeparately
1969,0.53,26000,32000,marriedFilingSeparately
1969,0.55,32000,38000,marriedFilingSeparately
1969,0.58,38000,44000,marriedFilingSeparately
1969,0.6,44000,50000,marriedFilingSeparately
1969,0.62,50000,60000,marriedFilingSeparately
1969,0.64,60000,70000,marriedFilingSeparately
1969,0.66,70000,80000,marriedFilingSeparately
1969,0.68,80000,90000,marriedFilingSeparately
1969,0.69,90000,100000,marriedFilingSeparately
1969,0.7,100000,,marriedFilingSeparately
1969,0.14,0,500,single
1969,0.15,500,1000,single
1969,0.16,1000,1500,single
1969,0.17,1500,2000,single
1969,0.19,2000,4000,single
1969,0.22,4000,6000,single
1969,0.25,6000,8000,single
1969,0.28,8000,10000,single
1969,0.32,10000,12000,single
1969,0.36,12000,14000,single
1969,0.39,14000,16000,single
1969,0.42,16000,18000,single
1969,0.45,18000,20000,single
1969,0.48,20000,22000,single
1969,0.5,22000,26000,single
1969,0.53,26000,32000,single
1969,0.55,32000,38000,single
1969,0.58,38000,44000,single
1969,0.6,44000,50000,single
1969,0.62,50000,60000,single
1969,0.64,60000,70000,single
1969,0.66,70000,80000,single
1969,0.68,80000,90000,single
1969,0.69,90000,100000,single
1969,0.7,100000,,single
1968,0.14,0,1000,headOfHousehold
1968,0.16,1000,2000,headOfHousehold
1968,0.18,2000,4000,headOfHousehold
1968,0.2,4000,6000,headOfHousehold
1968,0.22,6000,8000,headOfHousehold
1968,0.25,8000,10000,headOfHousehold
1968,0.27,10000,12000,headOfHousehold
1968,0.31,12000,14000,headOfHousehold
1968,0.32,14000,16000,headOfHousehold
1968,0.35,16000,18000,headOfHousehold
1968,0.36,18000,20000,headOfHousehold
1968,0.4,20000,22000,headOfHousehold
1968,0.41,22000,24000,headOfHousehold
1968,0.43,24000,26000,headOfHousehold
1968,0.45,26000,28000,headOfHousehold
1968,0.46,28000,32000,headOfHousehold
1968,0.48,32000,36000,headOfHousehold
1968,0.5,36000,38000,headOfHousehold
1968,0.52,38000,40000,headOfHousehold
1968,0.53,40000,44000,headOfHousehold
1968,0.55,44000,50000,headOfHousehold
1968,0.56,50000,52000,headOfHousehold
1968,0.58,52000,64000,headOfHousehold
1968,0.59,64000,70000,headOfHousehold
1968,0.61,70000,76000,headOfHousehold
1968,0.62,76000,80000,headOfHousehold
1968,0.63,80000,88000,headOfHousehold
1968,0.64,88000,100000,headOfHousehold
1968,0.66,100000,120000,headOfHousehold
1968,0.67,120000,140000,headOfHousehold
1968,0.68,140000,160000,headOfHousehold
1968,0.69,160000,180000,headOfHousehold
1968,0.7,180000,,headOfHousehold
1968,0.14,0,1000,marriedFilingJointly
1968,0.15,1000,2000,marriedFilingJointly
1968,0.16,2000,3000,marriedFilingJointly
1968,0.17,3000,4000,marriedFilingJointly
1968,0.19,4000,8000,marriedFilingJointly
1968,0.22,8000,12000,marriedFilingJointly
1968,0.25,12000,16000,marriedFilingJointly
1968,0.28,16000,20000,marriedFilingJointly
1968,0.32,20000,24000,marriedFilingJointly
1968,0.36,24000,28000,marriedFilingJointly
1968,0.39,28000,32000,marriedFilingJointly
1968,0.42,32000,36000,marriedFilingJointly
1968,0.45,36000,40000,marriedFilingJointly
1968,0.48,40000,44000,marriedFilingJointly
1968,0.5,44000,52000,marriedFilingJointly
1968,0.53,52000,64000,marriedFilingJointly
1968,0.55,64000,76000,marriedFilingJointly
1968,0.58,76000,88000,marriedFilingJointly
1968,0.6,88000,100000,marriedFilingJointly
1968,0.62,100000,120000,marriedFilingJointly
1968,0.64,120000,140000,marriedFilingJointly
1968,0.66,140000,160000,marriedFilingJointly
1968,0.68,160000,180000,marriedFilingJointly
1968,0.69,180000,200000,marriedFilingJointly
1968,0.7,200000,,marriedFilingJointly
1968,0.14,0,500,marriedFilingSeparately
1968,0.15,500,1000,marriedFilingSeparately
1968,0.16,1000,1500,marriedFilingSeparately
1968,0.17,1500,2000,marriedFilingSeparately
1968,0.19,2000,4000,marriedFilingSeparately
1968,0.22,4000,6000,marriedFilingSeparately
1968,0.25,6000,8000,marriedFilingSeparately
1968,0.28,8000,10000,marriedFilingSeparately
1968,0.32,10000,12000,marriedFilingSeparately
1968,0.36,12000,14000,marriedFilingSeparately
1968,0.39,14000,16000,marriedFilingSeparately
1968,0.42,16000,18000,marriedFilingSeparately
1968,0.45,18000,20000,marriedFilingSeparately
1968,0.48,20000,22000,marriedFilingSeparately
1968,0.5,22000,26000,marriedFilingSeparately
1968,0.53,26000,32000,marriedFilingSeparately
1968,0.55,32000,38000,marriedFilingSeparately
1968,0.58,38000,44000,marriedFilingSeparately
1968,0.6,44000,50000,marriedFilingSeparately
1968,0.62,50000,60000,marriedFilingSeparately
1968,0.64,60000,70000,marriedFilingSeparately
1968,0.66,70000,80000,marriedFilingSeparately
1968,0.68,80000,90000,marriedFilingSeparately
1968,0.69,90000,100000,marriedFilingSeparately
1968,0.7,100000,,marriedFilingSeparately
1968,0.14,0,500,single
1968,0.15,500,1000,single
1968,0.16,1000,1500,single
1968,0.17,1500,2000,single
1968,0.19,2000,4000,single
1968,0.22,4000,6000,single
1968,0.25,6000,8000,single
1968,0.28,8000,10000,single
1968,0.32,10000,12000,single
1968,0.36,12000,14000,single
1968,0.39,14000,16000,single
1968,0.42,16000,18000,single
1968,0.45,18000,20000,single
1968,0.48,20000,22000,single
1968,0.5,22000,26000,single
1968,0.53,26000,32000,single
1968,0.55,32000,38000,single
1968,0.58,38000,44000,single
1968,0.6,44000,50000,single
1968,0.62,50000,60000,single
1968,0.64,60000,70000,single
1968,0.66,70000,80000,single
1968,0.68,80000,90000,single
1968,0.69,90000,100000,single
1968,0.7,100000,,single
1967,0.14,0,1000,headOfHousehold
1967,0.16,1000,2000,headOfHousehold
1967,0.18,2000,4000,headOfHousehold
1967,0.2,4000,6000,headOfHousehold
1967,0.22,6000,8000,headOfHousehold
1967,0.25,8000,10000,headOfHousehold
1967,0.27,10000,12000,headOfHousehold
1967,0.31,12000,14000,headOfHousehold
1967,0.32,14000,16000,headOfHousehold
1967,0.35,16000,18000,headOfHousehold
1967,0.36,18000,20000,headOfHousehold
1967,0.4,20000,22000,headOfHousehold
1967,0.41,22000,24000,headOfHousehold
1967,0.43,24000,26000,headOfHousehold
1967,0.45,26000,28000,headOfHousehold
1967,0.46,28000,32000,headOfHousehold
1967,0.48,32000,36000,headOfHousehold
1967,0.5,36000,38000,headOfHousehold
1967,0.52,38000,40000,headOfHousehold
1967,0.53,40000,44000,headOfHousehold
1967,0.55,44000,50000,headOfHousehold
1967,0.56,50000,52000,headOfHousehold
1967,0.58,52000,64000,headOfHousehold
1967,0.59,64000,70000,headOfHousehold
1967,0.61,70000,76000,headOfHousehold
1967,0.62,76000,80000,headOfHousehold
1967,0.63,80000,88000,headOfHousehold
1967,0.64,88000,100000,headOfHousehold
1967,0.66,100000,120000,headOfHousehold
1967,0.67,120000,140000,headOfHousehold
1967,0.68,140000,160000,headOfHousehold
1967,0.69,160000,180000,headOfHousehold
1967,0.7,180000,,headOfHousehold
1967,0.14,0,1000,marriedFilingJointly
1967,0.15,1000,2000,marriedFilingJointly
1967,0.16,2000,3000,marriedFilingJointly
1967,0.17,3000,4000,marriedFilingJointly
1967,0.19,4000,8000,marriedFilingJointly
1967,0.22,8000,12000,marriedFilingJointly
1967,0.25,12000,16000,marriedFilingJointly
1967,0.28,16000,20000,marriedFilingJointly
1967,0.32,20000,24000,marriedFilingJointly
1967,0.36,24000,28000,marriedFilingJointly
1967,0.39,28000,32000,marriedFilingJointly
1967,0.42,32000,36000,marriedFilingJointly
1967,0.45,36000,40000,marriedFilingJointly
1967,0.48,40000,44000,marriedFilingJointly
1967,0.5,44000,52000,marriedFilingJointly
1967,0.53,52000,64000,marriedFilingJointly
1967,0.55,64000,76000,marriedFilingJointly
1967,0.58,76000,88000,marriedFilingJointly
1967,0.6,88000,100000,marriedFilingJointly
1967,0.62,100000,120000,marriedFilingJointly
1967,0.64,120000,140000,marriedFilingJointly
1967,0.66,140000,160000,marriedFilingJointly
1967,0.68,160000,180000,marriedFilingJointly
1967,0.69,180000,200000,marriedFilingJointly
1967,0.7,200000,,marriedFilingJointly
1967,0.14,0,500,marriedFilingSeparately
1967,0.15,500,1000,marriedFilingSeparately
1967,0.16,1000,1500,marriedFilingSeparately
1967,0.17,1500,2000,marriedFilingSeparately
1967,0.19,2000,4000,marriedFilingSeparately
1967,0.22,4000,6000,marriedFilingSeparately
1967,0.25,6000,8000,marriedFilingSeparately
1967,0.28,8000,10000,marriedFilingSeparately
1967,0.32,10000,12000,marriedFilingSeparately
1967,0.36,12000,14000,marriedFilingSeparately
1967,0.39,14000,16000,marriedFilingSeparately
1967,0.42,16000,18000,marriedFilingSeparately
1967,0.45,18000,20000,marriedFilingSeparately
